Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
32.0,Sandstorms,Low,Meal,scooter,1.0,No,Metropolitian,26
37.0,Fog,Medium,Buffet,motorcycle,2.0,No,Metropolitian,36
29.0,Cloudy,High,Meal,motorcycle,1.0,No,Metropolitian,28
22.0,Fog,Medium,Buffet,motorcycle,1.0,No,Metropolitian,42
20.0,Cloudy,Jam,Meal,motorcycle,2.0,No,Metropolitian,42
30.0,Windy,Medium,Buffet,scooter,1.0,No,Metropolitian,34
23.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Urban,39
34.0,Sunny,Medium,Snack,scooter,1.0,No,Urban,17
31.0,Sunny,High,Drinks,motorcycle,1.0,No,Urban,23
24.0,Cloudy,High,Meal,scooter,1.0,No,Metropolitian,30
34.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,21
33.0,Fog,High,Buffet,motorcycle,1.0,No,Urban,32
21.0,Fog,Jam,Snack,motorcycle,0.0,No,Metropolitian,25
22.0,Sunny,Medium,Buffet,scooter,1.0,No,Metropolitian,18
39.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,25
29.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,36
32.0,Sunny,Medium,Drinks,motorcycle,0.0,No,Urban,16
26.0,Sunny,Low,Snack,motorcycle,0.0,No,Metropolitian,12
37.0,Cloudy,Low,Snack,motorcycle,1.0,No,Urban,41
28.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,17
28.0,Sunny,Low,Buffet,scooter,1.0,No,Metropolitian,23
33.0,Fog,Jam,Snack,motorcycle,3.0,Yes,Metropolitian,53
36.0,Sunny,Medium,Meal,motorcycle,1.0,No,Metropolitian,24
29.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,15
26.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,35
36.0,Sunny,Low,Snack,motorcycle,0.0,No,Metropolitian,23
24.0,Cloudy,Low,Snack,motorcycle,1.0,No,Urban,19
36.0,Stormy,Jam,Snack,scooter,0.0,No,Metropolitian,33
20.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,17
29.0,Stormy,Jam,Meal,electric_scooter,0.0,No,Urban,15
37.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,24
20.0,Stormy,High,Meal,motorcycle,1.0,No,Metropolitian,28
35.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,23
27.0,Windy,High,Buffet,scooter,1.0,No,Metropolitian,19
31.0,Fog,Low,Meal,motorcycle,0.0,No,Metropolitian,19
26.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,24
29.0,Fog,Low,Drinks,electric_scooter,0.0,No,Metropolitian,14
32.0,Fog,Jam,Snack,scooter,0.0,No,Semi-Urban,44
25.0,Sandstorms,Medium,Snack,scooter,1.0,No,Metropolitian,29
22.0,Cloudy,Jam,Meal,scooter,2.0,No,Metropolitian,36
29.0,Sunny,Medium,Buffet,electric_scooter,1.0,No,Urban,18
22.0,Cloudy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,26
39.0,Sandstorms,Medium,Meal,scooter,1.0,No,Metropolitian,30
20.0,Sunny,Low,Drinks,electric_scooter,1.0,No,Metropolitian,18
38.0,Fog,Jam,Snack,motorcycle,0.0,No,Metropolitian,31
30.0,Sunny,Low,Snack,motorcycle,0.0,No,Urban,11
24.0,Windy,Jam,Drinks,electric_scooter,1.0,No,Metropolitian,19
29.0,Sandstorms,Medium,Drinks,scooter,0.0,No,Metropolitian,38
28.0,Windy,Medium,Buffet,scooter,1.0,No,Metropolitian,27
32.0,Cloudy,Medium,Buffet,scooter,1.0,No,Metropolitian,32
33.0,Stormy,Jam,Drinks,scooter,1.0,No,Metropolitian,29
31.0,Cloudy,High,Meal,motorcycle,1.0,No,Metropolitian,29
38.0,Windy,Jam,Meal,electric_scooter,2.0,No,Metropolitian,43
28.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Metropolitian,11
31.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,37
29.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,19
20.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,14
38.0,Fog,High,Meal,scooter,0.0,No,Metropolitian,28
20.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,28
35.0,Sunny,Low,Drinks,scooter,0.0,No,Urban,12
27.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,24
26.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,22
25.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Metropolitian,18
32.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Metropolitian,30
32.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,33
20.0,Stormy,Medium,Drinks,electric_scooter,0.0,No,Metropolitian,29
39.0,Cloudy,Medium,Snack,electric_scooter,0.0,No,Urban,17
33.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Metropolitian,25
26.0,Fog,Low,Snack,motorcycle,0.0,No,Metropolitian,10
24.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,30
34.0,Sandstorms,Medium,Drinks,scooter,1.0,No,Metropolitian,25
34.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,33
38.0,Cloudy,High,Snack,electric_scooter,1.0,No,Metropolitian,30
32.0,Sunny,Jam,Snack,scooter,1.0,No,Urban,15
24.0,Sandstorms,Jam,Buffet,scooter,0.0,No,Metropolitian,15
30.0,Fog,High,Drinks,scooter,1.0,No,Metropolitian,25
39.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,33
29.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,37
32.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,42
39.0,Stormy,Medium,Snack,motorcycle,0.0,No,Urban,34
23.0,Fog,Medium,Meal,scooter,0.0,No,Urban,10
30.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,18
21.0,Sunny,High,Meal,scooter,1.0,No,Urban,18
27.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Urban,39
23.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,38
32.0,Cloudy,Low,Snack,motorcycle,1.0,No,Metropolitian,18
39.0,Fog,Medium,Meal,scooter,0.0,No,Metropolitian,17
27.0,Sunny,Low,Meal,scooter,1.0,No,Metropolitian,33
37.0,Windy,Medium,Snack,motorcycle,0.0,No,Urban,29
33.0,Fog,High,Snack,motorcycle,0.0,No,Metropolitian,30
30.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,37
30.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,28
23.0,Sunny,Low,Snack,motorcycle,0.0,No,Urban,17
38.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,30
29.0,Stormy,Jam,Buffet,scooter,0.0,No,Urban,15
25.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,29
36.0,Fog,High,Snack,scooter,1.0,No,Metropolitian,38
25.0,Stormy,High,Buffet,motorcycle,1.0,No,Metropolitian,24
26.0,Sandstorms,Jam,Snack,electric_scooter,1.0,No,Metropolitian,28
29.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,33
26.0,Windy,Low,Drinks,scooter,1.0,No,Metropolitian,17
35.0,Windy,Low,Buffet,scooter,1.0,No,Metropolitian,20
36.0,Sandstorms,Jam,Snack,scooter,1.0,No,Urban,31
32.0,Windy,Low,Drinks,motorcycle,0.0,No,Metropolitian,21
38.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,28
37.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,28
25.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,23
23.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,15
29.0,Fog,High,Meal,motorcycle,1.0,No,Metropolitian,21
26.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,28
25.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,21
28.0,Sandstorms,Jam,Snack,motorcycle,0.0,No,Urban,36
23.0,Sandstorms,Low,Meal,motorcycle,0.0,No,Metropolitian,15
22.0,Sunny,Low,Buffet,scooter,2.0,No,Metropolitian,44
24.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Urban,10
32.0,Sandstorms,Jam,Drinks,scooter,1.0,No,Metropolitian,25
29.0,Windy,Jam,Snack,electric_scooter,2.0,Yes,Metropolitian,42
29.0,Sandstorms,Medium,Buffet,scooter,0.0,No,Urban,20
37.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,31
27.0,Windy,Jam,Meal,motorcycle,0.0,No,Metropolitian,18
32.0,Stormy,Low,Drinks,motorcycle,0.0,No,Metropolitian,28
37.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,42
36.0,Fog,High,Snack,electric_scooter,1.0,No,Metropolitian,34
38.0,Stormy,Low,Drinks,electric_scooter,1.0,No,Metropolitian,26
34.0,Sandstorms,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,25
34.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,25
23.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,21
33.0,Cloudy,Low,Snack,motorcycle,2.0,No,Urban,38
22.0,Windy,High,Buffet,motorcycle,0.0,No,Urban,15
29.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,33
21.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,12
27.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
39.0,Sunny,Medium,Meal,motorcycle,1.0,No,Metropolitian,37
32.0,Windy,Jam,Meal,motorcycle,1.0,No,Urban,33
27.0,Cloudy,High,Snack,motorcycle,1.0,No,Metropolitian,22
31.0,Fog,High,Drinks,motorcycle,1.0,No,Metropolitian,31
22.0,Sunny,High,Buffet,electric_scooter,0.0,No,Metropolitian,17
35.0,Cloudy,Medium,Meal,motorcycle,0.0,No,Metropolitian,15
27.0,Fog,Medium,Buffet,motorcycle,0.0,No,Metropolitian,24
38.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Urban,17
22.0,Windy,Low,Buffet,scooter,0.0,No,Metropolitian,18
38.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,18
34.0,Sandstorms,Medium,Buffet,scooter,1.0,No,Metropolitian,32
36.0,Cloudy,Medium,Buffet,scooter,2.0,No,Metropolitian,43
36.0,Sunny,Medium,Meal,motorcycle,0.0,No,Metropolitian,16
33.0,Sunny,Low,Drinks,electric_scooter,0.0,No,Metropolitian,13
32.0,Cloudy,Low,Buffet,scooter,1.0,No,Urban,25
21.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,29
20.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,44
29.0,Windy,Jam,Meal,motorcycle,0.0,No,Metropolitian,32
27.0,Stormy,Low,Buffet,scooter,0.0,No,Metropolitian,18
36.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,15
25.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,41
29.0,Sandstorms,Medium,Meal,scooter,0.0,No,Metropolitian,34
21.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,31
34.0,Windy,Jam,Drinks,scooter,0.0,No,Metropolitian,41
21.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Metropolitian,21
36.0,Windy,Low,Snack,electric_scooter,1.0,No,Metropolitian,29
24.0,Cloudy,Jam,Meal,scooter,1.0,No,Metropolitian,42
34.0,Stormy,High,Buffet,motorcycle,1.0,No,Metropolitian,34
31.0,Stormy,High,Drinks,motorcycle,0.0,No,Metropolitian,29
24.0,Windy,High,Meal,electric_scooter,1.0,No,Metropolitian,19
25.0,Stormy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,20
27.0,Cloudy,High,Buffet,scooter,0.0,No,Urban,31
24.0,Cloudy,Low,Meal,motorcycle,0.0,No,Metropolitian,23
26.0,Cloudy,Low,Snack,scooter,1.0,No,Urban,25
37.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,19
22.0,Windy,Medium,Buffet,motorcycle,0.0,No,Urban,22
31.0,Sunny,Low,Buffet,scooter,0.0,No,Metropolitian,17
22.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,28
38.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,28
29.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,11
22.0,Windy,High,Snack,motorcycle,0.0,No,Metropolitian,29
29.0,Cloudy,Low,Drinks,scooter,0.0,No,Metropolitian,26
29.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,29
21.0,Cloudy,Low,Meal,scooter,0.0,No,Urban,15
29.0,Sunny,High,Buffet,scooter,1.0,No,Metropolitian,16
33.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,17
35.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,31
29.0,Sunny,Low,Snack,scooter,0.0,No,Urban,27
24.0,Fog,Jam,Snack,electric_scooter,1.0,No,Metropolitian,23
39.0,Sandstorms,Jam,Drinks,electric_scooter,1.0,No,Metropolitian,25
25.0,Fog,Medium,Drinks,scooter,0.0,No,Metropolitian,16
34.0,Sunny,High,Drinks,electric_scooter,1.0,No,Metropolitian,19
26.0,Cloudy,Jam,Drinks,scooter,1.0,No,Metropolitian,31
20.0,Fog,Jam,Meal,motorcycle,0.0,No,Metropolitian,31
37.0,Sandstorms,Jam,Snack,electric_scooter,1.0,Yes,Metropolitian,43
26.0,Windy,Medium,Meal,motorcycle,0.0,No,Metropolitian,27
38.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,24
25.0,Fog,Jam,Drinks,motorcycle,2.0,No,Metropolitian,42
20.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Metropolitian,18
24.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,15
39.0,Fog,Low,Snack,scooter,0.0,No,Metropolitian,17
23.0,Sunny,Medium,Snack,motorcycle,0.0,No,Urban,10
28.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
29.0,Windy,Jam,Drinks,scooter,1.0,No,Metropolitian,27
34.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,37
32.0,Windy,High,Snack,motorcycle,1.0,No,Urban,30
26.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,28
22.0,Stormy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,17
36.0,Sandstorms,Low,Snack,scooter,1.0,No,Metropolitian,17
30.0,Sunny,Medium,Meal,motorcycle,1.0,No,Metropolitian,29
23.0,Sunny,Low,Drinks,scooter,1.0,No,Urban,16
27.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
38.0,Windy,Medium,Buffet,motorcycle,1.0,No,Urban,23
20.0,Sunny,Medium,Snack,scooter,0.0,No,Metropolitian,16
31.0,Cloudy,Jam,Meal,motorcycle,2.0,Yes,Semi-Urban,48
27.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Metropolitian,26
21.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,10
28.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,16
25.0,Sandstorms,High,Drinks,scooter,0.0,No,Metropolitian,10
33.0,Sandstorms,Medium,Meal,motorcycle,1.0,No,Metropolitian,49
20.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,45
39.0,Windy,Low,Snack,scooter,1.0,No,Metropolitian,20
26.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,15
24.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,19
30.0,Sandstorms,Low,Drinks,scooter,0.0,No,Metropolitian,29
38.0,Stormy,Medium,Meal,scooter,1.0,No,Metropolitian,21
27.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,18
29.0,Windy,Low,Meal,scooter,0.0,No,Urban,15
29.0,Sandstorms,Low,Meal,motorcycle,0.0,No,Metropolitian,25
27.0,Sunny,High,Meal,motorcycle,0.0,No,Urban,19
33.0,Stormy,High,Buffet,motorcycle,1.0,No,Metropolitian,30
29.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,27
27.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,36
37.0,Windy,Medium,Snack,motorcycle,3.0,No,Urban,47
37.0,Sunny,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,24
34.0,Windy,Jam,Snack,scooter,1.0,No,Urban,44
26.0,Sandstorms,High,Meal,motorcycle,0.0,No,Metropolitian,11
25.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,10
27.0,Sunny,Jam,Meal,motorcycle,0.0,No,Urban,12
23.0,Sandstorms,High,Snack,scooter,1.0,No,Metropolitian,21
35.0,Sunny,Medium,Buffet,motorcycle,1.0,No,Metropolitian,26
29.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,44
35.0,Fog,Jam,Meal,motorcycle,0.0,No,Urban,41
35.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,32
20.0,Stormy,Jam,Meal,motorcycle,1.0,No,Metropolitian,28
15.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,27
30.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,19
33.0,Sandstorms,Medium,Meal,motorcycle,1.0,No,Metropolitian,24
30.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,35
31.0,Cloudy,High,Meal,motorcycle,1.0,No,Metropolitian,34
28.0,Windy,Jam,Snack,scooter,0.0,No,Urban,15
33.0,Windy,Low,Meal,scooter,1.0,No,Metropolitian,25
31.0,Windy,Jam,Buffet,scooter,0.0,No,Metropolitian,29
21.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,41
22.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Metropolitian,36
39.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,29
36.0,Stormy,Medium,Snack,motorcycle,1.0,No,Metropolitian,31
24.0,Windy,Jam,Meal,scooter,0.0,No,Urban,26
36.0,Stormy,Low,Snack,scooter,1.0,No,Urban,20
38.0,Fog,Medium,Meal,motorcycle,0.0,No,Urban,18
34.0,Sandstorms,Medium,Meal,motorcycle,1.0,No,Metropolitian,32
33.0,Windy,Medium,Buffet,scooter,0.0,No,Metropolitian,23
35.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,27
21.0,Cloudy,Low,Buffet,scooter,1.0,No,Urban,15
33.0,Windy,Low,Meal,motorcycle,1.0,No,Urban,25
36.0,Fog,High,Snack,scooter,1.0,No,Metropolitian,26
27.0,Fog,Low,Snack,motorcycle,0.0,No,Urban,17
35.0,Sunny,Medium,Meal,scooter,0.0,No,Metropolitian,26
24.0,Fog,Medium,Meal,scooter,0.0,No,Metropolitian,38
37.0,Stormy,Jam,Snack,motorcycle,1.0,No,Urban,42
39.0,Fog,Medium,Buffet,scooter,0.0,No,Urban,18
29.0,Cloudy,Low,Snack,scooter,1.0,No,Metropolitian,14
20.0,Cloudy,Low,Meal,electric_scooter,0.0,No,Metropolitian,20
26.0,Stormy,Low,Drinks,motorcycle,0.0,No,Urban,11
38.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,24
37.0,Sunny,Medium,Buffet,scooter,1.0,No,Urban,21
23.0,Cloudy,Medium,Drinks,scooter,0.0,No,Metropolitian,13
30.0,Stormy,Low,Buffet,scooter,1.0,No,Metropolitian,28
21.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,19
30.0,Cloudy,Medium,Snack,scooter,1.0,No,Metropolitian,33
24.0,Sandstorms,High,Buffet,motorcycle,2.0,No,Urban,33
36.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,40
31.0,Fog,Jam,Drinks,motorcycle,0.0,No,Metropolitian,42
26.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Urban,27
24.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,26
29.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Urban,19
38.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,32
30.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,23
39.0,Sunny,Jam,Meal,motorcycle,2.0,No,Metropolitian,42
20.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,26
24.0,Stormy,Low,Drinks,motorcycle,1.0,No,Urban,13
28.0,Sunny,Low,Meal,motorcycle,0.0,No,Metropolitian,21
30.0,Windy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,28
29.0,Fog,Low,Buffet,electric_scooter,1.0,No,Metropolitian,21
36.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,26
29.0,Sunny,Low,Drinks,electric_scooter,0.0,No,Urban,16
29.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,18
23.0,Stormy,High,Snack,motorcycle,1.0,No,Metropolitian,37
32.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Urban,33
23.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
31.0,Windy,Jam,Snack,electric_scooter,1.0,No,Metropolitian,34
37.0,Stormy,Jam,Drinks,motorcycle,2.0,No,Metropolitian,45
21.0,Cloudy,Low,Meal,scooter,1.0,No,Urban,16
25.0,Cloudy,Jam,Snack,motorcycle,0.0,No,Metropolitian,45
33.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,27
31.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,21
24.0,Cloudy,Jam,Snack,scooter,2.0,No,Metropolitian,41
29.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,30
23.0,Sandstorms,Medium,Snack,electric_scooter,0.0,No,Metropolitian,23
37.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Urban,31
39.0,Stormy,Low,Drinks,motorcycle,1.0,No,Urban,20
34.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Urban,42
30.0,Fog,High,Snack,scooter,1.0,No,Metropolitian,38
39.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,38
22.0,Stormy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,37
38.0,Cloudy,Jam,Buffet,scooter,1.0,No,Metropolitian,26
35.0,Sandstorms,High,Snack,motorcycle,1.0,No,Metropolitian,41
39.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,22
26.0,Fog,Medium,Buffet,motorcycle,1.0,No,Metropolitian,22
38.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,15
29.0,Sunny,Jam,Snack,electric_scooter,1.0,No,Urban,21
27.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,22
37.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Urban,18
34.0,Fog,Low,Meal,motorcycle,1.0,No,Urban,15
25.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,23
38.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,22
30.0,Windy,Medium,Buffet,scooter,1.0,No,Metropolitian,25
37.0,Cloudy,Jam,Drinks,scooter,0.0,No,Metropolitian,41
30.0,Sandstorms,Medium,Meal,scooter,1.0,No,Metropolitian,27
29.0,Sunny,Low,Buffet,scooter,1.0,No,Urban,34
37.0,Sunny,Low,Snack,scooter,1.0,No,Metropolitian,19
36.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,54
26.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,18
23.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,20
37.0,Cloudy,Medium,Drinks,motorcycle,1.0,No,Urban,37
25.0,Fog,High,Drinks,motorcycle,1.0,No,Metropolitian,21
22.0,Cloudy,Jam,Snack,scooter,0.0,No,Metropolitian,33
29.0,Cloudy,High,Snack,scooter,0.0,No,Metropolitian,37
25.0,Stormy,Jam,Buffet,scooter,1.0,No,Urban,25
20.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,21
32.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,39
29.0,Sandstorms,Jam,Snack,motorcycle,0.0,No,Metropolitian,20
20.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,26
20.0,Cloudy,Medium,Drinks,scooter,1.0,No,Metropolitian,31
33.0,Windy,Medium,Drinks,motorcycle,1.0,No,Urban,25
34.0,Cloudy,High,Meal,scooter,1.0,No,Metropolitian,32
37.0,Sandstorms,Medium,Snack,motorcycle,0.0,No,Metropolitian,25
38.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,19
24.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,14
20.0,Fog,High,Meal,scooter,1.0,No,Metropolitian,33
29.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,29
37.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,27
32.0,Windy,Low,Buffet,scooter,1.0,No,Metropolitian,22
39.0,Sunny,High,Buffet,electric_scooter,0.0,No,Urban,21
39.0,Fog,Low,Snack,motorcycle,1.0,Yes,Metropolitian,44
28.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Urban,11
39.0,Fog,Jam,Buffet,motorcycle,1.0,Yes,Metropolitian,51
39.0,Stormy,Jam,Meal,scooter,1.0,No,Metropolitian,30
20.0,Fog,Medium,Drinks,motorcycle,1.0,No,Urban,19
32.0,Sunny,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
29.0,Sandstorms,High,Drinks,motorcycle,1.0,No,Metropolitian,34
26.0,Sunny,Jam,Buffet,scooter,0.0,No,Metropolitian,16
33.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Urban,23
39.0,Stormy,Jam,Buffet,scooter,0.0,No,Metropolitian,39
20.0,Fog,Jam,Snack,motorcycle,0.0,No,Urban,41
21.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Urban,20
32.0,Cloudy,Jam,Snack,motorcycle,0.0,No,Urban,31
29.0,Fog,Low,Snack,electric_scooter,0.0,No,Metropolitian,11
31.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,37
39.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,23
26.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,24
24.0,Stormy,Medium,Drinks,scooter,1.0,No,Urban,20
29.0,Sandstorms,Low,Meal,scooter,1.0,No,Urban,17
36.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,16
27.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,33
30.0,Fog,Medium,Snack,electric_scooter,0.0,No,Metropolitian,37
37.0,Fog,Jam,Buffet,scooter,1.0,Yes,Metropolitian,46
21.0,Sunny,Low,Meal,electric_scooter,0.0,No,Metropolitian,19
31.0,Sunny,Low,Meal,motorcycle,1.0,No,Urban,25
27.0,Windy,Low,Meal,scooter,0.0,No,Metropolitian,16
39.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,38
26.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Urban,31
29.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Metropolitian,31
22.0,Fog,Low,Meal,motorcycle,0.0,No,Metropolitian,23
24.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,20
35.0,Windy,Low,Buffet,motorcycle,2.0,No,Metropolitian,33
